date,강원,경기,경남,경북,광주,대구,대전,부산,서울,세종,울산,인천,전남,전북,제주,충남,충북,합계 : 자가용
2022-09,"5,176","29,652","8,382","8,536","3,260","4,696","3,386","5,432","10,048","1,138","2,330","6,326","6,704","5,202","2,392","7,068","5,438","115,166"
2022-10,"5,236","30,038","8,456","8,688","3,270","4,750","3,428","5,524","10,072","1,178","2,346","6,398","6,820","5,266","2,432","7,142","5,520","116,564"
2022-11,"5,308","30,404","8,520","8,848","3,332","4,818","3,456","5,584","10,178","1,180","2,378","6,532","6,918","5,362","2,440","7,220","5,582","118,060"
2022-12,"5,342","30,800","8,610","8,956","3,374","4,868","3,466","5,620","10,194","1,182","2,400","6,666","6,916","5,434","2,464","7,274","5,680","119,246"
2023-01,"5,366","31,152","8,688","9,012","3,420","4,894","3,510","5,710","10,232","1,188","2,422","6,730","6,990","5,500","2,516","7,270","5,752","120,352"
2023-02,"5,440","31,302","8,748","9,080","3,472","4,920","3,562","5,728","10,408","1,184","2,440","6,852","7,042","5,544","2,538","7,298","5,808","121,366"
2023-03,"5,524","31,688","8,792","9,142","3,490","4,944","3,560","5,754","10,588","1,194","2,470","6,920","7,116","5,568","2,592","7,316","5,878","122,536"
2023-04,"5,592","31,992","8,836","9,198","3,534","4,966","3,618","5,754","10,708","1,186","2,502","6,960","7,160","5,622","2,666","7,396","5,944","123,634"
2023-05,"5,702","32,312","8,900","9,242","3,596","5,026","3,654","5,772","10,844","1,184","2,528","6,998","7,246","5,672","2,662","7,476","6,006","124,820"
2023-06,"5,772","32,734","8,984","9,350","3,636","5,074","3,720","5,810","10,984","1,194","2,552","7,054","7,306","5,692","2,662","7,582","6,054","126,160"
2023-07,"5,832","33,098","9,094","9,314","3,686","5,262","3,750","5,834","11,122","1,194","2,578","7,146","7,386","5,702","2,722","7,686","6,080","127,486"
2023-08,"5,900","33,540","9,178","9,390","3,786","5,314","3,758","5,914","11,236","1,200","2,624","7,198","7,396","5,754","2,814","7,784","6,140","128,926"
2023-09,"5,972","33,818","9,282","9,452","3,812","5,366","3,778","5,998","11,274","1,210","2,638","7,236","7,418","5,812","2,840","7,882","6,198","129,986"
2023-10,"5,982","34,028","9,410","9,492","3,888","5,432","3,830","6,060","11,346","1,216","2,634","7,310","7,470","5,848","2,836","7,936","6,254","130,972"
2023-11,"6,020","34,304","9,528","9,542","3,910","5,458","3,896","6,130","11,400","1,216","2,652","7,356","7,556","5,932","2,854","7,994","6,292","132,040"
2023-12,"6,100","34,722","9,634","9,684","3,942","5,486","3,928","6,178","11,470","1,208","2,674","7,394","7,658","5,960","2,854","8,048","6,370","133,310"
2024-01,"6,140","34,894","9,704","9,744","4,016","5,544","3,928","6,252","11,464","1,212","2,698","7,454","7,698","6,028","2,878","8,114","6,546","134,314"
2024-02,"6,164","35,154","9,800","9,834","4,024","5,582","3,980","6,300","11,512","1,220","2,718","7,502","7,760","6,090","2,888","8,206","6,572","135,306"
2024-03,"6,204","35,438","9,888","9,880","4,036","5,616","4,012","6,252","11,576","1,228","2,730","7,568","7,802","6,130","2,872","8,258","6,644","136,134"
2024-04,"6,292","35,656","9,978","9,878","4,020","5,674","4,034","6,244","11,568","1,248","2,770","7,624","7,784","6,194","2,866","8,322","6,724","136,876"
2024-05,"6,308","35,948","10,018","9,962","4,052","5,682","4,110","6,270","11,660","1,260","2,778","7,698","7,814","6,216","2,868","8,384","6,732","137,760"
2024-06,"6,324","36,084","10,082","9,998","4,080","5,722","4,120","6,296","11,728","1,268","2,802","7,742","7,880","6,254","2,908","8,484","6,728","138,500"
