date,강원,경기,경남,경북,광주,대구,대전,부산,서울,세종,울산,인천,전남,전북,제주,충남,충북,합계 : 자가용
2021-09,"1,233,862","10,064,862","2,761,598","2,203,406","1,136,196","1,987,198","1,134,044","2,241,998","5,216,464","318,216","964,900","2,286,100","1,404,532","1,429,118","604,640","1,766,288","1,355,360","38,108,782"
2021-10,"1,237,742","10,091,234","2,767,210","2,206,980","1,138,010","1,988,176","1,135,372","2,245,410","5,216,626","320,266","965,932","2,290,340","1,407,110","1,431,132","607,064","1,770,690","1,357,564","38,176,858"
2021-11,"1,241,128","10,121,464","2,773,608","2,211,710","1,140,224","1,989,930","1,137,452","2,249,188","5,220,126","321,720","967,928","2,296,298","1,410,412","1,433,852","609,836","1,775,190","1,360,680","38,260,746"
2021-12,"1,243,586","10,152,988","2,779,350","2,214,362","1,142,366","1,991,628","1,138,548","2,253,840","5,218,680","324,318","969,106","2,307,488","1,412,502","1,434,474","611,968","1,778,100","1,363,220","38,336,524"
2022-01,"1,247,376","10,182,570","2,785,098","2,219,508","1,145,384","1,994,752","1,140,488","2,258,096","5,223,548","327,254","970,950","2,315,164","1,416,460","1,437,500","613,746","1,783,236","1,366,496","38,427,626"
2022-02,"1,250,004","10,201,092","2,789,900","2,222,780","1,146,356","1,996,192","1,141,560","2,261,916","5,225,420","329,202","972,018","2,322,504","1,420,270","1,439,694","615,610","1,787,290","1,369,146","38,490,954"
2022-03,"1,253,384","10,231,242","2,795,280","2,227,654","1,149,126","1,999,328","1,143,408","2,264,596","5,229,162","330,564","972,524","2,332,746","1,424,384","1,443,034","617,906","1,793,568","1,372,794","38,580,700"
2022-04,"1,256,298","10,261,600","2,800,948","2,231,282","1,150,264","2,002,908","1,146,246","2,268,458","5,235,426","331,910","972,966","2,342,012","1,427,544","1,445,184","620,602","1,797,752","1,375,934","38,667,334"
2022-05,"1,258,996","10,288,076","2,807,862","2,233,132","1,151,778","2,004,690","1,148,444","2,274,044","5,240,620","333,270","973,818","2,350,144","1,429,822","1,446,792","622,724","1,802,072","1,378,872","38,745,156"
2022-06,"1,262,120","10,313,426","2,814,198","2,235,564","1,154,020","2,008,230","1,150,292","2,278,704","5,245,096","334,386","975,016","2,359,244","1,432,358","1,450,054","623,974","1,807,102","1,381,828","38,825,612"
2022-07,"1,265,768","10,338,934","2,821,138","2,240,358","1,156,474","2,012,720","1,153,242","2,281,808","5,251,002","335,666","976,092","2,369,604","1,436,574","1,452,848","626,352","1,813,136","1,385,866","38,917,582"
2022-08,"1,268,664","10,349,588","2,828,054","2,243,656","1,158,426","2,015,100","1,154,772","2,282,902","5,249,980","336,366","976,308","2,378,112","1,439,616","1,454,946","628,786","1,817,010","1,388,726","38,971,012"
2022-09,"1,272,238","10,372,530","2,833,968","2,239,490","1,160,966","2,017,056","1,156,506","2,285,008","5,255,346","337,122","977,252","2,386,330","1,442,680","1,457,400","631,096","1,821,732","1,391,798","39,038,518"
2022-10,"1,275,116","10,392,478","2,840,766","2,243,878","1,162,436","2,019,600","1,157,894","2,288,988","5,256,506","338,088","978,528","2,394,822","1,445,656","1,459,656","632,908","1,826,540","1,394,380","39,108,240"
2022-11,"1,278,952","10,422,978","2,852,066","2,249,922","1,165,122","2,023,832","1,160,676","2,292,044","5,263,054","339,290","980,372","2,403,590","1,450,286","1,463,440","635,216","1,833,494","1,397,970","39,212,304"
2022-12,"1,281,790","10,452,998","2,861,622","2,254,478","1,167,228","2,025,678","1,162,844","2,293,476","5,267,058","340,298","981,214","2,410,602","1,454,480","1,466,306","636,586","1,838,364","1,400,928","39,295,950"
2023-01,"1,285,396","10,479,918","2,869,650","2,261,538","1,168,898","2,028,578","1,165,460","2,295,660","5,272,434","341,856","984,334","2,418,630","1,460,676","1,470,472","637,968","1,845,480","1,405,174","39,392,122"
2023-02,"1,288,718","10,496,260","2,877,490","2,267,622","1,170,166","2,029,638","1,166,664","2,299,160","5,271,876","343,292","986,726","2,424,350","1,465,600","1,473,718","639,848","1,851,614","1,408,990","39,461,732"
2023-03,"1,292,766","10,527,676","2,885,622","2,273,488","1,173,390","2,030,354","1,167,930","2,302,632","5,277,516","344,646","989,170","2,431,432","1,471,456","1,477,984","641,542","1,859,004","1,413,534","39,560,142"
2023-04,"1,294,306","10,555,434","2,890,988","2,277,618","1,174,594","2,031,724","1,169,434","2,306,640","5,281,902","345,416","991,322","2,438,540","1,474,664","1,480,456","642,892","1,863,718","1,415,726","39,635,374"
2023-05,"1,296,420","10,576,348","2,898,310","2,280,278","1,175,250","2,032,036","1,170,942","2,308,846","5,283,592","345,780","992,944","2,442,466","1,476,888","1,481,618","643,902","1,867,788","1,419,676","39,693,084"
2023-06,"1,299,176","10,608,838","2,907,522","2,283,364","1,177,134","2,035,816","1,173,398","2,313,986","5,289,334","346,574","995,100","2,451,768","1,480,400","1,483,994","643,652","1,873,190","1,422,306","39,785,552"
2023-07,"1,301,530","10,628,582","2,913,734","2,267,494","1,178,598","2,055,922","1,175,454","2,316,840","5,293,416","346,982","995,942","2,459,578","1,482,642","1,486,670","644,736","1,877,476","1,424,678","39,850,274"
2023-08,"1,302,784","10,639,386","2,916,728","2,269,196","1,179,352","2,056,712","1,174,898","2,318,682","5,293,500","346,956","996,682","2,466,814","1,484,056","1,486,984","645,262","1,880,702","1,426,458","39,885,152"
2023-09,"1,305,060","10,662,862","2,921,372","2,272,128","1,182,000","2,059,958","1,176,130","2,322,804","5,299,112","347,468","997,892","2,474,662","1,486,332","1,489,112","646,400","1,885,420","1,429,042","39,957,754"
2023-10,"1,306,166","10,682,006","2,927,604","2,273,230","1,183,316","2,060,760","1,176,868","2,326,776","5,299,200","347,912","999,076","2,480,136","1,487,688","1,490,226","647,678","1,889,428","1,430,382","40,008,452"
2023-11,"1,308,168","10,712,620","2,935,854","2,276,992","1,186,164","2,064,592","1,179,638","2,331,374","5,302,104","348,348","1,001,150","2,490,172","1,491,460","1,493,504","649,560","1,894,732","1,433,054","40,099,486"
2023-12,"1,309,306","10,732,300","2,939,738","2,279,078","1,187,618","2,067,100","1,180,904","2,335,386","5,304,268","348,718","1,001,758","2,499,262","1,493,986","1,495,134","651,176","1,898,594","1,434,262","40,158,588"
2024-01,"1,311,904","10,756,334","2,946,196","2,284,178","1,189,788","2,068,986","1,183,416","2,338,760","5,306,220","349,712","1,004,226","2,505,528","1,498,402","1,498,458","652,038","1,905,300","1,437,730","40,237,176"
2024-02,"1,314,056","10,770,258","2,951,342","2,288,252","1,191,038","2,069,484","1,184,272","2,340,192","5,307,406","350,654","1,005,620","2,511,092","1,501,342","1,500,998","653,306","1,910,392","1,439,794","40,289,498"
2024-03,"1,315,796","10,796,496","2,958,198","2,293,782","1,193,460","2,069,636","1,185,704","2,343,964","5,306,772","351,824","1,006,798","2,515,918","1,505,362","1,503,746","654,802","1,917,254","1,443,656","40,363,168"
2024-04,"1,317,328","10,814,384","2,961,564","2,296,498","1,193,790","2,068,176","1,186,652","2,347,288","5,307,114","351,976","1,008,234","2,519,638","1,507,732","1,504,440","655,854","1,922,394","1,446,396","40,409,458"
2024-05,"1,319,036","10,834,846","2,966,726","2,299,294","1,195,286","2,068,100","1,188,128","2,351,308","5,309,262","352,506","1,009,586","2,523,114","1,509,804","1,505,994","656,234","1,926,956","1,448,216","40,464,396"
2024-06,"1,321,030","10,859,682","2,972,848","2,302,802","1,197,200","2,070,666","1,189,654","2,355,786","5,310,736","352,998","1,010,928","2,528,192","1,512,684","1,508,136","657,552","1,931,106","1,450,932","40,532,932"
