date,강원,경기,경남,경북,광주,대구,대전,부산,서울,세종,울산,인천,전남,전북,제주,충남,충북,합계 : 관용
2022-05,"3,142","8,560","3,768","3,532","1,186","1,848","1,112","2,554","7,520",438,948,"2,200","3,318","2,664",962,"2,584","2,070","48,406"
2022-06,"3,182","8,686","3,794","3,582","1,228","1,876","1,132","2,586","7,642",466,970,"2,268","3,328","2,696",976,"2,598","2,102","49,112"
2022-07,"3,196","8,690","3,850","3,582","1,202","1,878","1,130","2,596","7,706",464,974,"2,276","3,340","2,716","1,000","2,564","2,122","49,286"
2022-08,"3,204","8,714","3,836","3,624","1,200","1,878","1,130","2,572","7,772",468,966,"2,252","3,348","2,698",986,"2,562","2,132","49,342"
2022-09,"3,228","8,720","3,836","3,632","1,208","1,880","1,134","2,572","7,784",468,968,"2,254","3,332","2,710",980,"2,562","2,144","49,412"
2022-10,"3,220","8,710","3,834","3,598","1,208","1,874","1,136","2,564","7,732",440,976,"2,300","3,328","2,752",978,"2,566","2,136","49,352"
2022-11,"3,212","8,624","3,802","3,596","1,206","1,922","1,126","2,556","7,648",442,980,"2,300","3,326","2,722",978,"2,650","2,120","49,210"
2022-12,"3,246","8,792","3,848","3,600","1,204","1,944","1,134","2,548","7,684",442,984,"2,286","3,354","2,718",982,"2,628","2,116","49,510"
2023-01,"3,260","8,772","3,860","3,606","1,204","1,922","1,126","2,554","7,702",444,986,"2,286","3,356","2,742",988,"2,646","2,134","49,588"
2023-02,"3,276","8,748","3,872","3,622","1,190","1,908","1,120","2,556","7,704",448,990,"2,286","3,364","2,742",994,"2,680","2,154","49,654"
2023-03,"3,276","8,676","3,836","3,616","1,192","1,910","1,124","2,552","7,664",488,990,"2,290","3,362","2,722",994,"2,644","2,158","49,494"
2023-04,"3,284","8,646","3,834","3,610","1,196","1,910","1,116","2,528","7,556",472,982,"2,284","3,378","2,704",994,"2,624","2,152","49,270"
2023-05,"3,302","8,686","3,884","3,622","1,196","1,914","1,118","2,586","7,656",474,990,"2,268","3,340","2,724",990,"2,642","2,162","49,554"
2023-06,"3,330","8,728","3,916","3,670","1,202","1,918","1,104","2,602","7,622",482,996,"2,286","3,344","2,738",998,"2,656","2,200","49,792"
2023-07,"3,348","8,710","3,896","3,592","1,218","2,040","1,130","2,618","7,620",482,992,"2,290","3,362","2,758",990,"2,660","2,232","49,938"
2023-08,"3,362","8,692","3,904","3,608","1,236","2,064","1,108","2,596","7,464",494,"1,004","2,358","3,418","2,796",998,"2,648","2,224","49,974"
2023-09,"3,388","8,748","3,866","3,558","1,216","2,070","1,118","2,594","7,418",494,996,"2,350","3,410","2,798","1,000","2,678","2,248","49,950"
2023-10,"3,410","8,694","3,898","3,534","1,214","2,066","1,116","2,596","7,420",496,980,"2,346","3,418","2,768",990,"2,680","2,264","49,890"
2023-11,"3,410","8,618","3,880","3,558","1,216","2,056","1,120","2,554","7,476",498,996,"2,352","3,430","2,784",990,"2,672","2,284","49,894"
2023-12,"3,396","8,596","3,878","3,574","1,214","2,082","1,126","2,552","7,614",498,"1,002","2,360","3,424","2,790",982,"2,672","2,258","50,018"
2024-01,"3,388","8,640","3,878","3,580","1,216","2,078","1,122","2,574","7,600",494,"1,000","2,356","3,424","2,792",982,"2,664","2,242","50,030"
2024-02,"3,384","8,612","3,838","3,578","1,208","2,082","1,114","2,574","7,588",496,"1,002","2,336","3,410","2,778",978,"2,658","2,230","49,866"
2024-03,"3,370","8,564","3,848","3,582","1,206","2,080","1,098","2,568","7,590",502,"1,004","2,322","3,406","2,776",980,"2,670","2,222","49,788"
2024-04,"3,382","8,550","3,846","3,548","1,206","2,008","1,096","2,566","7,564",496,"1,020","2,310","3,398","2,768",980,"2,628","2,224","49,590"
2024-05,"3,382","8,556","3,844","3,542","1,204","2,010","1,100","2,554","7,568",506,"1,018","2,308","3,398","2,762",976,"2,624","2,238","49,590"
2024-06,"3,372","8,540","3,840","3,536","1,208","2,050","1,134","2,550","7,580",504,"1,018","2,300","3,422","2,796",982,"2,628","2,260","49,720"
